Designator,Mid X,Mid Y,Rotation,Layer
C1,165.7,-99.9,0.0,top
C10,177.1,-105.2,0.0,bottom
C2,168.15,-104.05,0.0,bottom
C3,169.55,-105.75,270.0,bottom
C4,176.2,-99.1,0.0,bottom
C5,176.2,-102.1,0.0,bottom
C6,176.9,-105.2,180.0,top
C7,165.7,-101.4,0.0,top
C8,176.2,-100.6,0.0,bottom
C9,176.2,-103.6,0.0,bottom
J4,173.8,-101.65,90.0,top
R1,165.525,-105.2,180.0,bottom
R2,165.5,-103.5,0.0,bottom
R3,165.6,-98.1,180.0,bottom
U1,170.134999,-101.429999,90.0,top
